rowid,occurred_on,tipo,amount_cents,descricao,categoria
2236,2026-05-10,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2237,2026-05-10,despesa,500,To Joana Palminha,Transferências internas
2238,2026-05-10,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2239,2026-05-10,receita,1500,From EUR Flexible Cash Funds,Transferências internas
2240,2026-05-10,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2241,2026-05-10,receita,1,Interest earned - Brasil 2026,Rendimentos
2242,2026-05-11,despesa,7900,Decathlon,Compras e Roupa
2243,2026-05-11,despesa,65,Transport for Ireland - TFI,Transporte
2244,2026-05-11,despesa,4197,"Fidelidade Companhia Seguros,sa",Seguros
2245,2026-05-11,despesa,330,Daybreak,Supermercado
2246,2026-05-11,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2247,2026-05-11,receita,146916,Payment from DR JOHN CLARKE,Salário
2248,2026-05-11,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
2249,2026-05-11,receita,2,Interest earned - Brasil 2026,Rendimentos
2250,2026-05-12,despesa,200000,To EUR Flexible Cash Funds,Transferências internas
2251,2026-05-12,despesa,842,Pagamento (Gabriel Garcia de Araujo) — 50% de SuperValu,Supermercado
2252,2026-05-12,despesa,858,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2253,2026-05-12,despesa,3111,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2254,2026-05-12,despesa,1300,Pagamento (Gabriel Garcia de Araujo) — 50% de Polonez,Supermercado
2255,2026-05-12,receita,3950,Recebimento (Gabriel Garcia de Araujo) — 50% de Decathlon,Outras receitas
2256,2026-05-12,receita,275,Recebimento (Gabriel Garcia de Araujo) — 50% de SuperValu,Outras receitas
2257,2026-05-12,despesa,550,SuperValu,Supermercado
2258,2026-05-12,despesa,60,To EUR Flexible Cash Funds,Transferências internas
2259,2026-05-12,despesa,77,To EUR Flexible Cash Funds,Transferências internas
2260,2026-05-12,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
2261,2026-05-12,receita,1,Interest earned - Brasil 2026,Rendimentos
2262,2026-05-13,despesa,1023,ALDI,Supermercado
2263,2026-05-13,despesa,3500,To Sonia Maria Ferreira Costa,Outras despesas
2264,2026-05-13,despesa,440,Daybreak,Supermercado
2265,2026-05-13,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2266,2026-05-13,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2267,2026-05-13,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2268,2026-05-13,receita,2,Interest earned - Brasil 2026,Rendimentos
2269,2026-05-14,despesa,65,Transport for Ireland - TFI,Transporte
2270,2026-05-14,despesa,1450,SuperValu,Supermercado
2271,2026-05-14,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2272,2026-05-14,receita,1,Interest earned - Brasil 2026,Rendimentos
2273,2026-05-15,despesa,2,To EUR Flexible Cash Funds,Transferências internas
2274,2026-05-15,receita,3300,From EUR Flexible Cash Funds,Transferências internas
2275,2026-05-15,despesa,6000,To Sonia Maria Ferreira Costa,Outras despesas
2276,2026-05-15,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2277,2026-05-15,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2278,2026-05-15,receita,2,Interest earned - Brasil 2026,Rendimentos
2279,2026-05-16,despesa,2198,Holland & Barrett,Lazer
2280,2026-05-16,receita,45000,From EUR Flexible Cash Funds,Transferências internas
2281,2026-05-16,despesa,65,Transport for Ireland - TFI,Transporte
2282,2026-05-16,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2283,2026-05-16,receita,1,Interest earned - Brasil 2026,Rendimentos
2284,2026-05-17,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2285,2026-05-17,receita,2,Interest earned - Brasil 2026,Rendimentos
2286,2026-05-18,despesa,45000,To Trading 212 Markets Ltd,Transferências internas
2287,2026-05-18,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2288,2026-05-18,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2289,2026-05-18,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2290,2026-05-18,receita,1,Interest earned - Brasil 2026,Rendimentos
2291,2026-05-19,despesa,30000,To Trading 212 Markets Ltd,Transferências internas
2292,2026-05-19,despesa,65,Transport for Ireland - TFI,Transporte
2293,2026-05-19,despesa,65,Transport for Ireland - TFI,Transporte
2294,2026-05-19,receita,15100,From EUR Flexible Cash Funds,Transferências internas
2295,2026-05-19,despesa,3843,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2296,2026-05-19,despesa,1099,Pagamento (Gabriel Garcia de Araujo) — 50% de SuperValu,Supermercado
2297,2026-05-19,despesa,1164,Pagamento (Gabriel Garcia de Araujo) — 50% de SuperValu,Supermercado
2298,2026-05-19,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2299,2026-05-19,despesa,13000,To EUR Austrália 2027/2028,Transferências internas
2300,2026-05-19,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2301,2026-05-19,receita,2,Interest earned - Brasil 2026,Rendimentos
2302,2026-05-20,despesa,65,Transport for Ireland - TFI,Transporte
2303,2026-05-20,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2304,2026-05-20,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2305,2026-05-20,receita,1,Interest earned - Austrália 2027/2028,Rendimentos
2306,2026-05-21,receita,37611,Azazie,Outras receitas
2307,2026-05-21,despesa,1000,ALDI,Supermercado
2308,2026-05-21,despesa,60000,To EUR Flexible Cash Funds,Transferências internas
2309,2026-05-21,receita,60000,From EUR Flexible Cash Funds,Transferências internas
2310,2026-05-21,despesa,60000,To Trading 212 Markets Ltd,Transferências internas
2311,2026-05-21,receita,500,Recebimento (Gabriel Garcia de Araujo) — 50% de ALDI,Outras receitas
2312,2026-05-21,despesa,30000,To EUR Flexible Cash Funds,Transferências internas
2313,2026-05-21,receita,10000,From EUR Flexible Cash Funds,Transferências internas
2314,2026-05-21,despesa,10000,To Sonia Maria Ferreira Costa,Outras despesas
2315,2026-05-21,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2316,2026-05-21,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2317,2026-05-22,despesa,2,To EUR Flexible Cash Funds,Transferências internas
2318,2026-05-22,despesa,5,To EUR Flexible Cash Funds,Transferências internas
2319,2026-05-22,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2320,2026-05-22,receita,3000,From EUR Flexible Cash Funds,Transferências internas
2321,2026-05-22,despesa,31,To EUR Flexible Cash Funds,Transferências internas
2322,2026-05-22,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2323,2026-05-22,despesa,70,To EUR Flexible Cash Funds,Transferências internas
2324,2026-05-22,despesa,90,To EUR Flexible Cash Funds,Transferências internas
2325,2026-05-22,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2326,2026-05-22,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2327,2026-05-23,despesa,630,Vinted,Outras despesas
2328,2026-05-23,despesa,210,Vinted,Outras despesas
2329,2026-05-23,despesa,1369,Tesco,Supermercado
2330,2026-05-23,despesa,65,Transport for Ireland - TFI,Transporte
2331,2026-05-23,despesa,30,To EUR Flexible Cash Funds,Transferências internas
2332,2026-05-23,despesa,1500,Penneys,Compras e Roupa
2333,2026-05-23,despesa,1795,Zara,Compras e Roupa
2334,2026-05-23,despesa,2198,Eason,Lazer
2335,2026-05-23,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2336,2026-05-23,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2337,2026-05-23,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2338,2026-05-24,despesa,65,Transport for Ireland - TFI,Transporte
2339,2026-05-24,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2340,2026-05-24,despesa,5,To EUR Flexible Cash Funds,Transferências internas
2341,2026-05-24,despesa,270,Coca-Cola,Alimentação
2342,2026-05-24,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2343,2026-05-24,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2344,2026-05-24,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2345,2026-05-24,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2346,2026-05-25,despesa,1250,Flanagan’s Bar & Lounge,Lazer
2347,2026-05-25,despesa,500,Transport for Ireland - TFI,Transporte
2348,2026-05-25,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2349,2026-05-25,despesa,80,To EUR Flexible Cash Funds,Transferências internas
2350,2026-05-25,despesa,93,To EUR Flexible Cash Funds,Transferências internas
2351,2026-05-25,despesa,67,To EUR Flexible Cash Funds,Transferências internas
2352,2026-05-25,receita,146915,Payment from DR JOHN CLARKE,Salário
2353,2026-05-25,despesa,624,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2354,2026-05-25,despesa,860,Pagamento (Gabriel Garcia de Araujo) — 50% de Shopify,Outras despesas
2355,2026-05-25,despesa,1200,Pagamento (Gabriel Garcia de Araujo) — 50% de Eason,Outras despesas
2356,2026-05-25,despesa,3254,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2357,2026-05-25,despesa,30000,To Atlantic Technological University ATU,Educação
2358,2026-05-25,receita,39200,Recebimento (Gabriel Garcia de Araujo) — contribuição para renda,Outras receitas
2359,2026-05-25,despesa,50000,To EUR Flexible Cash Funds,Transferências internas
2360,2026-05-25,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2361,2026-05-25,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2362,2026-05-26,despesa,78500,To Michael Quinn,Moradia
2363,2026-05-26,despesa,420,Vinted,Outras despesas
2364,2026-05-26,despesa,607,ALDI,Supermercado
2365,2026-05-26,despesa,433,ALDI,Supermercado
2366,2026-05-26,despesa,495,Uber,Transporte
2367,2026-05-26,despesa,350,Daybreak,Supermercado
2368,2026-05-26,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2369,2026-05-26,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2370,2026-05-27,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2371,2026-05-27,despesa,3500,To Sonia Maria Ferreira Costa,Outras despesas
2372,2026-05-27,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2373,2026-05-27,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2374,2026-05-27,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2375,2026-05-28,despesa,3652,"Fidelidade Companhia Seguros,sa",Pets
2376,2026-05-28,despesa,1500,Kittl,Marketing
2377,2026-05-28,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2378,2026-05-28,despesa,950,Daybreak,Supermercado
2379,2026-05-28,despesa,52,To EUR Flexible Cash Funds,Transferências internas
2380,2026-05-28,despesa,15,To EUR Flexible Cash Funds,Transferências internas
2381,2026-05-28,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2382,2026-05-28,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2383,2026-05-29,despesa,85,Tesco,Supermercado
2384,2026-05-29,despesa,2000,Transfer to Claudio Santos,Compras
2385,2026-05-29,despesa,748,SuperValu,Supermercado
2386,2026-05-29,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2387,2026-05-29,despesa,1099,Google One,Assinaturas e Digital
2388,2026-05-29,despesa,90,To EUR Flexible Cash Funds,Transferências internas
2389,2026-05-29,despesa,38,To EUR Flexible Cash Funds,Transferências internas
2390,2026-05-29,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2391,2026-05-29,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2392,2026-05-30,despesa,1410,Tesco,Supermercado
2393,2026-05-30,despesa,65,Transport for Ireland - TFI,Transporte
2394,2026-05-30,despesa,2562,Polonez,Supermercado
2395,2026-05-30,receita,48800,From EUR Flexible Cash Funds,Transferências internas
2396,2026-05-30,despesa,10000,To Joana Palminha,Transferências internas
2397,2026-05-30,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2398,2026-05-30,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2399,2026-05-31,despesa,3,To EUR Flexible Cash Funds,Transferências internas
2400,2026-05-31,despesa,10697,Currys,Compras e Roupa
2401,2026-05-31,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2402,2026-05-31,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2403,2026-06-01,despesa,4700,Grove Island Sport And Leisure Facilities Ltd,Lazer
2404,2026-06-01,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
2405,2026-06-01,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2406,2026-06-02,despesa,15071,repayment,Empréstimos e Dívidas
2407,2026-06-02,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2408,2026-06-02,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2409,2026-06-02,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2410,2026-06-03,despesa,1099,SuperValu,Supermercado
2411,2026-06-03,despesa,2232,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2412,2026-06-03,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2413,2026-06-03,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2414,2026-06-04,despesa,25,To EUR Flexible Cash Funds,Transferências internas
2415,2026-06-04,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2416,2026-06-04,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2417,2026-06-04,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2418,2026-06-05,despesa,875,O'Sullivans Pharmacy,Saúde
2419,2026-06-05,despesa,70,To EUR Flexible Cash Funds,Transferências internas
2420,2026-06-05,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2421,2026-06-05,despesa,22,To EUR Flexible Cash Funds,Transferências internas
2422,2026-06-05,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2423,2026-06-05,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2424,2026-06-05,despesa,56,To EUR Flexible Cash Funds,Transferências internas
2425,2026-06-05,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2426,2026-06-05,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2427,2026-06-06,despesa,5000,Tanya S Altera,Outras despesas
2428,2026-06-06,despesa,54,To EUR Flexible Cash Funds,Transferências internas
2429,2026-06-06,despesa,65,Transport for Ireland - TFI,Transporte
2430,2026-06-06,despesa,54,To EUR Flexible Cash Funds,Transferências internas
2431,2026-06-06,despesa,246,Facebook,Assinaturas e Digital
2432,2026-06-06,despesa,330,Daybreak,Supermercado
2433,2026-06-06,despesa,378,SuperValu,Supermercado
2434,2026-06-06,despesa,644,Elevenlabs,Marketing
2435,2026-06-06,despesa,31,To EUR Flexible Cash Funds,Transferências internas
2436,2026-06-06,despesa,31,To EUR Flexible Cash Funds,Transferências internas
2437,2026-06-06,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2438,2026-06-06,despesa,8,To EUR Flexible Cash Funds,Transferências internas
2439,2026-06-06,despesa,8,To EUR Flexible Cash Funds,Transferências internas
2440,2026-06-06,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2441,2026-06-06,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2442,2026-06-07,despesa,369,Facebook,Assinaturas e Digital
2443,2026-06-07,despesa,369,Facebook,Assinaturas e Digital
2444,2026-06-07,despesa,246,Facebook,Assinaturas e Digital
2445,2026-06-07,despesa,492,Facebook,Assinaturas e Digital
2446,2026-06-07,despesa,492,Facebook,Assinaturas e Digital
2447,2026-06-07,despesa,2799,Google One,Assinaturas e Digital
2448,2026-06-07,despesa,8,To EUR Flexible Cash Funds,Transferências internas
2449,2026-06-07,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2450,2026-06-07,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2451,2026-06-08,despesa,492,Facebook,Assinaturas e Digital
2452,2026-06-08,receita,146916,Payment from DR JOHN CLARKE,Salário
2453,2026-06-08,despesa,1150,Pagamento (Gabriel Garcia de Araujo) — 50% de Chatgpt,Assinaturas e Digital
2454,2026-06-08,despesa,4258,Pagamento (Gabriel Garcia de Araujo) — 50% de ALDI,Supermercado
2455,2026-06-08,despesa,77,To EUR Flexible Cash Funds,Transferências internas
2456,2026-06-08,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2457,2026-06-08,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2458,2026-06-09,despesa,6,To EUR Flexible Cash Funds,Transferências internas
2459,2026-06-09,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2460,2026-06-09,despesa,65,To EUR Flexible Cash Funds,Transferências internas
2461,2026-06-09,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2462,2026-06-09,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2463,2026-06-10,despesa,2035,ALDI,Supermercado
2464,2026-06-10,despesa,65,Transport for Ireland - TFI,Transporte
2465,2026-06-10,despesa,53823,Amazon,Compras e Roupa
2466,2026-06-10,despesa,28394,Booking.com,Viagem
2467,2026-06-10,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2468,2026-06-10,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2469,2026-06-11,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2470,2026-06-11,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2471,2026-06-12,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2472,2026-06-12,despesa,2,To EUR Flexible Cash Funds,Transferências internas
2473,2026-06-12,despesa,1000,To Sonia Maria Ferreira Costa,Outras despesas
2474,2026-06-12,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2475,2026-06-12,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2476,2026-06-13,despesa,62,To EUR Flexible Cash Funds,Transferências internas
2477,2026-06-13,despesa,1350,Dealz,Compras e Roupa
2478,2026-06-13,despesa,738,Facebook,Assinaturas e Digital
2479,2026-06-13,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2480,2026-06-13,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2481,2026-06-13,despesa,42,To EUR Flexible Cash Funds,Transferências internas
2482,2026-06-13,despesa,70,To EUR Flexible Cash Funds,Transferências internas
2483,2026-06-13,despesa,2598,Eason,Lazer
2484,2026-06-13,despesa,47,To EUR Flexible Cash Funds,Transferências internas
2485,2026-06-13,despesa,60,To EUR Flexible Cash Funds,Transferências internas
2486,2026-06-13,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2487,2026-06-13,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2488,2026-06-13,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2489,2026-06-14,despesa,7000,Tanya S Altera,Outras despesas
2490,2026-06-14,despesa,1230,Facebook,Assinaturas e Digital
2491,2026-06-14,despesa,1353,Facebook,Assinaturas e Digital
2492,2026-06-14,despesa,65,Transport for Ireland - TFI,Transporte
2493,2026-06-14,despesa,258,SuperValu,Supermercado
2494,2026-06-14,despesa,3000,To Sonia Maria Ferreira Costa,Outras despesas
2495,2026-06-14,despesa,78,To EUR Flexible Cash Funds,Transferências internas
2496,2026-06-14,despesa,66,To EUR Flexible Cash Funds,Transferências internas
2497,2026-06-14,despesa,1122,Pagamento (Gabriel Garcia de Araujo) — 50% de Polonez,Supermercado
2498,2026-06-14,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2499,2026-06-14,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2500,2026-06-15,despesa,32,To EUR Flexible Cash Funds,Transferências internas
2501,2026-06-15,despesa,1340,Bobby Byrne's,Lazer
2502,2026-06-15,despesa,1300,Bobby Byrne's,Lazer
2503,2026-06-15,despesa,1722,Facebook,Assinaturas e Digital
2504,2026-06-15,despesa,1968,Facebook,Assinaturas e Digital
2505,2026-06-15,despesa,80,To EUR Flexible Cash Funds,Transferências internas
2506,2026-06-15,despesa,80,To EUR Flexible Cash Funds,Transferências internas
2507,2026-06-15,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2508,2026-06-15,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2509,2026-06-16,despesa,820,O'Sullivans Pharmacy,Saúde
2510,2026-06-16,despesa,1634,Domino's pizza,Alimentação fora
2511,2026-06-16,despesa,220,Daybreak,Supermercado
2512,2026-06-16,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2513,2026-06-16,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2514,2026-06-17,despesa,2000,To Sonia Maria Ferreira Costa,Outras despesas
2515,2026-06-17,despesa,32,To EUR Flexible Cash Funds,Transferências internas
2516,2026-06-17,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2517,2026-06-17,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2518,2026-06-17,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2519,2026-06-17,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2520,2026-06-18,despesa,1968,Facebook,Assinaturas e Digital
2521,2026-06-18,despesa,51,To EUR Flexible Cash Funds,Transferências internas
2522,2026-06-18,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2523,2026-06-18,despesa,63,To EUR Flexible Cash Funds,Transferências internas
2524,2026-06-18,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2525,2026-06-18,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2526,2026-06-19,despesa,1350,South's Pub,Lazer
2527,2026-06-19,despesa,700,South's Pub,Lazer
2528,2026-06-19,despesa,65,Transport for Ireland - TFI,Transporte
2529,2026-06-19,despesa,2337,Facebook,Assinaturas e Digital
2530,2026-06-19,despesa,549,SuperValu,Supermercado
2531,2026-06-19,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2532,2026-06-19,despesa,5,To EUR Flexible Cash Funds,Transferências internas
2533,2026-06-19,despesa,39,To EUR Flexible Cash Funds,Transferências internas
2534,2026-06-19,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2535,2026-06-19,receita,7000,From EUR Flexible Cash Funds,Transferências internas
2536,2026-06-19,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2537,2026-06-19,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2538,2026-06-20,despesa,1000,Grumble,Alimentação
2539,2026-06-20,despesa,1600,Sophee's Threading & Nail Bar,Lazer
2540,2026-06-20,despesa,1861,Superdrug,Saúde
2541,2026-06-20,despesa,4295,Penneys,Compras e Roupa
2542,2026-06-20,despesa,15,To EUR Flexible Cash Funds,Transferências internas
2543,2026-06-20,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2544,2026-06-20,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2545,2026-06-21,despesa,585,Tesco,Supermercado
2546,2026-06-21,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2547,2026-06-21,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2548,2026-06-22,despesa,30,To EUR Flexible Cash Funds,Transferências internas
2549,2026-06-22,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2550,2026-06-22,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2551,2026-06-22,despesa,68,To EUR Flexible Cash Funds,Transferências internas
2552,2026-06-22,receita,146917,Payment from DR JOHN CLARKE,Salário
2553,2026-06-22,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2554,2026-06-22,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2555,2026-06-23,despesa,132,ALDI,Supermercado
2556,2026-06-23,despesa,900,Boots,Saúde
2557,2026-06-23,despesa,600,Penneys,Compras e Roupa
2558,2026-06-23,despesa,570,SuperValu,Supermercado
2559,2026-06-23,despesa,3300,Pagamento (Gabriel Garcia de Araujo) — quota Vodafone da Joana,Telefone e internet
2560,2026-06-23,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2561,2026-06-23,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2562,2026-06-23,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2563,2026-06-24,despesa,2400,Irish Citylink,Transporte
2564,2026-06-24,despesa,22000,To Joana Palminha irl,Transferências internas
2565,2026-06-24,despesa,51,To EUR Flexible Cash Funds,Transferências internas
2566,2026-06-24,despesa,92,To EUR Flexible Cash Funds,Transferências internas
2567,2026-06-24,despesa,76,To EUR Flexible Cash Funds,Transferências internas
2568,2026-06-24,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2569,2026-06-24,despesa,2000,To Sonia Maria Ferreira Costa,Outras despesas
2570,2026-06-24,despesa,23,To EUR Flexible Cash Funds,Transferências internas
2571,2026-06-24,despesa,87,To EUR Flexible Cash Funds,Transferências internas
2572,2026-06-24,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2573,2026-06-24,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2574,2026-06-25,despesa,85,To EUR Flexible Cash Funds,Transferências internas
2575,2026-06-25,despesa,91,To EUR Flexible Cash Funds,Transferências internas
2576,2026-06-25,despesa,29,To EUR Flexible Cash Funds,Transferências internas
2577,2026-06-25,despesa,19,To EUR Flexible Cash Funds,Transferências internas
2578,2026-06-25,despesa,508,Tre Kronor,Viagem
2579,2026-06-25,despesa,89,To EUR Flexible Cash Funds,Transferências internas
2580,2026-06-25,despesa,913,Southern Cross Pub,Viagem
2581,2026-06-25,despesa,3849,Lidl,Supermercado
2582,2026-06-25,despesa,1677,McDonald's,Alimentação fora
2583,2026-06-25,despesa,1024,Nybergs Hembageri Och,Viagem
2584,2026-06-25,despesa,1350,Stadium,Alimentação
2585,2026-06-25,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2586,2026-06-25,receita,3,Interest earned - Austrália 2027/2028,Rendimentos
2587,2026-06-26,despesa,3811,Mama Rosa,Viagem
2588,2026-06-26,despesa,3909,Lidl,Supermercado
2589,2026-06-26,despesa,1315,7-Eleven,Viagem
2590,2026-06-26,despesa,1181,Circle K Gas Station,Carro
2591,2026-06-26,despesa,671,Sidesaps,Viagem
2592,2026-06-26,receita,54,Amazon,Reembolso
2593,2026-06-26,despesa,1,To EUR Flexible Cash Funds,Transferências internas
2594,2026-06-26,despesa,47500,Transfer to Sladjana Karvounis,Viagem
2595,2026-06-26,despesa,60,To EUR Flexible Cash Funds,Transferências internas
2596,2026-06-26,despesa,53,To EUR Flexible Cash Funds,Transferências internas
2597,2026-06-26,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2598,2026-06-26,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2599,2026-06-27,despesa,1147,365discount,Viagem
2600,2026-06-27,despesa,3140,McDonald's,Alimentação fora
2601,2026-06-27,despesa,21,To EUR Flexible Cash Funds,Transferências internas
2602,2026-06-27,despesa,30,To EUR Flexible Cash Funds,Transferências internas
2603,2026-06-27,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2604,2026-06-27,receita,8,Interest earned - Flexible Cash Funds,Rendimentos
2605,2026-06-27,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2606,2026-06-28,despesa,475,Danish Souvenirs,Viagem
2607,2026-06-28,despesa,1696,BRYGGENS SPISEHUS,Viagem
2608,2026-06-28,despesa,1500,Kittl,Marketing
2609,2026-06-28,receita,7,Interest earned - Flexible Cash Funds,Rendimentos
2610,2026-06-28,receita,2,Interest earned - Austrália 2027/2028,Rendimentos
2611,2026-06-29,despesa,1099,Google One,Assinaturas e Digital
2612,2026-06-29,despesa,3652,"Fidelidade Companhia Seguros,sa",Pets
2613,2026-06-29,receita,100000,From EUR Flexible Cash Funds,Transferências internas
